contract_id,account_id,total_contract_value,monthly_payment_amount,payment_status,vendor_code,product_category,payment_method,delinquency_cycle,underwriter_id,collateral_value,interest_rate
CON-5482,ACC-1132,84487,4370,Paid,VNDR_A,FLEET_TRUCK,ACH,0,UW_102,67k,0.044
CON-5483,ACC-1381,$45586,3265,Paid,vndr_b,FLEET_TRUCK,Autopay ,90,UW_102,142k,0.058
CON-5484,ACC-1096,$37973,4318,Past Due,vndr_a,FLEET_TRUCK,Credit Card,30,UW_102,23k,0.077
CON-5485,ACC-1462,$65047,1424,Paid,vndr_c,FLEET_TRUCK,Autopay,90,UW_99,138k,5.9%
CON-5486,ACC-1170,132837,832,Past Due,vndr_c,Equipment,Autopay,90,UW_102,71k,7.7%
CON-5487,ACC-1347,$91224,4145, Paid ,vndr_a,Equipment,ACH,,UW_99,122k,0.067
CON-5488,ACC-1059,125625,2826,CURRENT,vndr_c,FLEET_TRUCK,Autopay,90,UW_99,36k,0.069
CON-5489,ACC-1300,57292,3605,past due,VNDR_C,Equipment,Autopay,30,UW_102,69k,0.06
CON-5490,ACC-1318,117333,1648,past due,vndr_c,Equipment,ACH,90,UW_99,112000,0.076
CON-5491,ACC-1155,$60427,1761,Current,VNDR_C,Fleet_Car,ACH,60,UW_102,145k,0.059
CON-5492,ACC-1032,108596,2183, Paid ,VNDR_A,Equipment,Credit Card,0,UW_45,64000,8.0%
CON-5493,ACC-1285,73745,1895,Current,vndr_c,Equipment,ACH,0,UW_102,107000,0.075
CON-5494,ACC-1439,134835,1217,CURRENT,VNDR_A,Equipment,ACH,30,UW_45,48000,0.075
CON-5495,ACC-1259,45948,2841,Paid,VNDR_A,Fleet_Car,Autopay ,60,UW_99,112k,5.3%
CON-5496,ACC-1427,47239,4114, Paid ,VNDR_B,FLEET_TRUCK,Credit Card,0,UW_102,132000,7.5%
CON-5497,ACC-1385,112631,2969, Paid ,vndr_a,Fleet_Car,Autopay,90,UW_102,126k,7.0%
CON-5498,ACC-1074,135259,3954,Past Due,vndr_c,Equipment,ACH,0,UW_102,152000,5.6%
CON-5499,ACC-1472,97524,3427,Current,VNDR_C,Fleet_Car,Autopay ,90,UW_102,62k,5.8%
CON-5500,ACC-1270,94776,3300,Current,vndr_c,FLEET_TRUCK,Autopay,30,UW_45,100000,4.0%
CON-5501,ACC-1275,130905,2170, Paid ,vndr_c,Equipment,Credit Card,,UW_45,123000,8.0%
CON-5502,ACC-1081,89429,895,Past Due,VNDR_C,Equipment,Autopay ,30,UW_102,150000,0.063
CON-5503,ACC-1259,125820,2251,Past Due,VNDR_A,Equipment,ACH,90,UW_102,48000,7.8%
CON-5504,ACC-1457,16366,3371,Paid,VNDR_C,Equipment,Credit Card,60,UW_102,80000,0.085
CON-5505,ACC-1167,89589,2915,CURRENT,vndr_a,FLEET_TRUCK,Autopay,0,UW_99,55000,6.3%
CON-5506,ACC-1109,126592,2627,Past Due,VNDR_B,Equipment,Autopay,,UW_45,40k,5.9%
CON-5507,ACC-1485,118489,2805,Paid,vndr_b,Fleet_Car,Credit Card,,UW_99,147000,0.085
CON-5508,ACC-1355,142078,1670, Paid ,vndr_b,Fleet_Car,Credit Card,,UW_102,53000,0.063
CON-5509,ACC-1267,46133,1427,Past Due,VNDR_B,FLEET_TRUCK,Autopay ,60,UW_102,124k,5.7%
CON-5510,ACC-1457,$142382,2049,past due,vndr_a,Fleet_Car,Autopay,0,UW_99,56k,6.7%
CON-5511,ACC-1460,$106396,2183, Paid ,vndr_b,Equipment,Credit Card,30,UW_45,31k,0.066
CON-5512,ACC-1319,135831,3521,CURRENT,vndr_b,FLEET_TRUCK,Credit Card,90,UW_102,134k,7.3%
CON-5513,ACC-1362,27011,901,CURRENT,vndr_c,Equipment,Autopay ,,UW_45,133000,0.069
CON-5514,ACC-1027,47448,3135,CURRENT,vndr_a,FLEET_TRUCK,ACH,0,UW_45,41k,0.068
CON-5515,ACC-1454,62118,3173, Paid ,VNDR_A,Equipment,Autopay ,90,UW_45,90000,0.051
CON-5516,ACC-1270,26792,2099, Paid ,VNDR_B,Fleet_Car,ACH,0,UW_45,25k,4.8%
CON-5517,ACC-1208,59081,3579,Current,VNDR_A,Equipment,Autopay ,30,UW_99,66k,4.4%
CON-5518,ACC-1192,30335,4190,Past Due,VNDR_A,Fleet_Car,Credit Card,,UW_45,45k,5.9%
CON-5519,ACC-1237,76994,3065, Paid ,VNDR_A,FLEET_TRUCK,ACH,90,UW_45,149k,4.5%
CON-5520,ACC-1126,76273,3925,CURRENT,vndr_c,Fleet_Car,Autopay ,,UW_102,24k,0.083
CON-5521,ACC-1086,$131911,4003,Current,VNDR_C,FLEET_TRUCK,Autopay,0,UW_99,148k,8.4%
CON-5522,ACC-1471,136805,2775,past due,VNDR_C,FLEET_TRUCK,Autopay,60,UW_45,94000,4.8%
CON-5523,ACC-1035,70772,2031,Past Due,vndr_b,Equipment,ACH,30,UW_45,150k,0.047
CON-5524,ACC-1349,88258,2203,Paid,VNDR_B,Equipment,Autopay,60,UW_99,73000,8.3%
CON-5525,ACC-1068,99315,3447,Past Due,VNDR_C,FLEET_TRUCK,ACH,0,UW_45,137000,0.055
CON-5526,ACC-1332,60491,3467,Past Due,VNDR_C,Fleet_Car,Autopay,0,UW_102,145000,0.064
CON-5527,ACC-1004,113664,1311, Paid ,VNDR_B,Fleet_Car,Autopay,0,UW_99,111k,0.078
CON-5528,ACC-1413,20185,3740,Current,vndr_a,FLEET_TRUCK,Autopay ,0,UW_102,111k,0.077
CON-5529,ACC-1056,144194,4363,past due,VNDR_C,Equipment,Autopay,30,UW_45,73k,0.084
CON-5530,ACC-1132,65795,3134,Current,VNDR_C,Equipment,Autopay ,30,UW_45,64k,4.6%
CON-5531,ACC-1001,21060,2549,Paid,vndr_c,Equipment,ACH,60,UW_102,156000,0.071
CON-5532,ACC-1452,121660,3754,Current,VNDR_A,FLEET_TRUCK,Autopay,,UW_102,152k,0.056
CON-5533,ACC-1377,$97900,1724,Paid,vndr_b,Fleet_Car,Credit Card,30,UW_99,69k,0.08
CON-5534,ACC-1408,101304,3365,past due,VNDR_B,Fleet_Car,ACH,90,UW_99,44k,5.9%
CON-5535,ACC-1307,104339,3337, Paid ,VNDR_A,Equipment,Autopay,,UW_99,105000,5.1%
CON-5536,ACC-1400,37422,1322,Past Due,vndr_b,Fleet_Car,Autopay ,,UW_45,28k,0.08
CON-5537,ACC-1049,$128204,3328, Paid ,vndr_a,Equipment,ACH,90,UW_102,34000,5.3%
CON-5538,ACC-1232,136689,2918,past due,VNDR_C,Fleet_Car,ACH,0,UW_99,45k,0.082
CON-5539,ACC-1181,32706,2524, Paid ,vndr_c,Equipment,Autopay,30,UW_99,69000,0.046
CON-5540,ACC-1333,51090,3889,past due,VNDR_B,Equipment,Credit Card,30,UW_102,35k,0.066
CON-5541,ACC-1347,95917,1392,Past Due,vndr_a,Equipment,ACH,90,UW_102,94k,0.04
CON-5542,ACC-1355,66224,3633, Paid ,VNDR_C,Equipment,Autopay ,,UW_45,71000,0.055
CON-5543,ACC-1466,102991,972, Paid ,vndr_a,Fleet_Car,Credit Card,30,UW_102,127k,0.045
CON-5544,ACC-1422,70872,827,past due,VNDR_A,Fleet_Car,Autopay ,0,UW_45,104000,5.7%
CON-5545,ACC-1022,$45196,921,Current,vndr_a,FLEET_TRUCK,Credit Card,30,UW_102,132k,0.066
CON-5546,ACC-1466,60687,1214,Past Due,vndr_c,Fleet_Car,Autopay,0,UW_102,82k,0.041
CON-5547,ACC-1269,70112,4072,CURRENT,vndr_b,Equipment,ACH,0,UW_99,81k,5.7%
CON-5548,ACC-1219,49287,3405,Current,VNDR_A,Equipment,Credit Card,,UW_102,69000,7.1%
CON-5549,ACC-1260,53945,3192, Paid ,vndr_a,Equipment,ACH,90,UW_45,33000,5.3%
CON-5550,ACC-1255,$32006,2925, Paid ,vndr_a,FLEET_TRUCK,Autopay ,,UW_45,119000,0.069
CON-5551,ACC-1404,141693,3191,Paid,VNDR_A,Fleet_Car,Credit Card,30,UW_102,146k,0.066
CON-5552,ACC-1431,76442,2332,past due,VNDR_C,Fleet_Car,Credit Card,0,UW_102,98k,5.7%
CON-5553,ACC-1218,131524,2647, Paid ,vndr_b,FLEET_TRUCK,Autopay ,90,UW_102,78000,0.061
CON-5554,ACC-1461,86570,1137,past due,VNDR_C,Equipment,ACH,60,UW_99,65k,5.2%
CON-5555,ACC-1168,$40797,1824,past due,vndr_c,Equipment,Autopay ,30,UW_45,112k,4.9%
CON-5556,ACC-1421,51140,2219, Paid ,vndr_b,Equipment,ACH,90,UW_45,159000,4.0%
CON-5557,ACC-1107,149387,2743,Current,VNDR_C,Equipment,Autopay,90,UW_102,58000,0.05
CON-5558,ACC-1224,37511,2643,CURRENT,VNDR_A,FLEET_TRUCK,Credit Card,,UW_99,68k,8.2%
CON-5559,ACC-1115,95103,2516, Paid ,vndr_c,FLEET_TRUCK,Autopay ,60,UW_45,22k,7.0%
CON-5560,ACC-1169,21092,3127,Paid,VNDR_C,Equipment,Autopay,90,UW_99,28000,0.047
CON-5561,ACC-1231,$117402,3417,past due,VNDR_A,Fleet_Car,ACH,,UW_99,118k,0.045
CON-5562,ACC-1197,23404,1962,Current,vndr_a,FLEET_TRUCK,ACH,90,UW_99,145k,0.049
CON-5563,ACC-1056,111639,1328,CURRENT,vndr_b,FLEET_TRUCK,ACH,90,UW_99,63k,8.1%
CON-5564,ACC-1309,49060,3155,past due,VNDR_C,Fleet_Car,Autopay,60,UW_99,99k,7.2%
CON-5565,ACC-1269,16951,2147,CURRENT,vndr_b,FLEET_TRUCK,Autopay,,UW_99,134k,0.058
CON-5566,ACC-1200,38882,3310,Current,vndr_b,Fleet_Car,Credit Card,,UW_45,136k,0.078
CON-5567,ACC-1022,128266,1781,Current,VNDR_B,Equipment,Autopay ,0,UW_45,66000,0.044
CON-5568,ACC-1039,71952,3894,Past Due,VNDR_C,FLEET_TRUCK,Autopay,90,UW_99,125000,0.065
CON-5569,ACC-1383,81261,2691, Paid ,VNDR_B,Equipment,Autopay,30,UW_102,31k,0.043
CON-5570,ACC-1237,$24902,2785, Paid ,VNDR_A,Fleet_Car,Credit Card,90,UW_99,49000,0.046
CON-5571,ACC-1150,138414,1308,CURRENT,vndr_c,FLEET_TRUCK,Credit Card,0,UW_45,61k,4.1%
CON-5572,ACC-1457,17938,3564,CURRENT,vndr_a,FLEET_TRUCK,ACH,,UW_45,59k,0.048
CON-5573,ACC-1193,41946,3942,Current,vndr_a,FLEET_TRUCK,Credit Card,30,UW_99,98k,6.7%
CON-5574,ACC-1112,19204,4413,Past Due,vndr_c,Fleet_Car,Credit Card,0,UW_102,23k,0.049
CON-5575,ACC-1478,$149348,3018, Paid ,vndr_b,Fleet_Car,Credit Card,30,UW_99,103k,0.068
CON-5576,ACC-1234,108474,1701,Past Due,vndr_c,FLEET_TRUCK,Autopay ,0,UW_99,23k,5.4%
CON-5577,ACC-1472,72294,4283,CURRENT,vndr_a,FLEET_TRUCK,ACH,,UW_102,147000,0.045
CON-5578,ACC-1162,116860,4287,Paid,vndr_b,Fleet_Car,Autopay ,0,UW_45,54k,0.069
CON-5579,ACC-1010,132679,3324,Past Due,VNDR_B,Fleet_Car,Autopay,30,UW_45,79000,7.2%
CON-5580,ACC-1328,$35811,955,Current,vndr_c,Equipment,Autopay,60,UW_99,115k,4.9%
CON-5581,ACC-1147,87909,3874,Past Due,vndr_a,Equipment,Autopay ,60,UW_99,30000,0.084
CON-5582,ACC-1446,68953,2362,CURRENT,VNDR_B,Fleet_Car,Autopay,0,UW_99,83000,7.1%
CON-5583,ACC-1064,$143881,1175,Current,VNDR_C,Equipment,Credit Card,30,UW_45,69k,0.085
CON-5584,ACC-1090,35490,3281,Current,VNDR_B,FLEET_TRUCK,Autopay,30,UW_102,139k,7.2%
CON-5585,ACC-1258,$141136,3296,Paid,vndr_b,Fleet_Car,Autopay,0,UW_102,112k,4.8%
CON-5586,ACC-1131,127039,2358, Paid ,VNDR_B,FLEET_TRUCK,Autopay ,90,UW_45,96000,0.047
CON-5587,ACC-1002,$141050,852,CURRENT,vndr_c,Equipment,Autopay ,90,UW_102,54000,0.049
CON-5588,ACC-1036,124004,2474,Past Due,VNDR_A,FLEET_TRUCK,Credit Card,30,UW_102,115k,0.054
CON-5589,ACC-1356,81914,1036,Paid,vndr_b,FLEET_TRUCK,Credit Card,30,UW_102,109000,0.062
CON-5590,ACC-1330,24045,1405,past due,VNDR_C,FLEET_TRUCK,Credit Card,60,UW_99,112000,0.07
CON-5591,ACC-1300,$57317,4490,Past Due,VNDR_C,Fleet_Car,Autopay,30,UW_102,43000,8.1%
CON-5592,ACC-1157,81288,3806, Paid ,vndr_c,Fleet_Car,ACH,,UW_102,148000,7.0%
CON-5593,ACC-1086,52411,4143, Paid ,VNDR_A,Fleet_Car,ACH,90,UW_45,73000,5.8%
CON-5594,ACC-1101,124272,2792,Current,VNDR_C,Fleet_Car,Autopay,,UW_99,130k,0.057
CON-5595,ACC-1446,63663,2474, Paid ,vndr_c,Equipment,ACH,30,UW_99,66000,0.049
CON-5596,ACC-1244,$91841,2787,Paid,VNDR_A,Fleet_Car,ACH,60,UW_99,51k,0.055
CON-5597,ACC-1492,$25973,3918,past due,vndr_b,FLEET_TRUCK,Autopay ,,UW_102,153000,0.057
CON-5598,ACC-1340,103224,2432, Paid ,VNDR_C,Fleet_Car,Autopay ,60,UW_99,107000,0.077
CON-5599,ACC-1308,15808,1303,CURRENT,VNDR_B,Equipment,Credit Card,60,UW_102,122000,8.0%
CON-5600,ACC-1164,139570,868,Paid,VNDR_B,Fleet_Car,Autopay ,90,UW_99,68k,0.069
CON-5601,ACC-1243,142018,3496,Paid,VNDR_A,Equipment,Autopay,60,UW_45,40k,0.082
CON-5602,ACC-1016,66138,1323, Paid ,VNDR_A,FLEET_TRUCK,Autopay,30,UW_102,153000,0.075
CON-5603,ACC-1337,45324,3666,Past Due,VNDR_A,FLEET_TRUCK,ACH,30,UW_102,158k,0.05
CON-5604,ACC-1343,115529,1304,Paid,vndr_a,Equipment,Autopay,0,UW_45,76000,0.07
CON-5605,ACC-1376,102241,3769, Paid ,vndr_c,Equipment,Autopay,30,UW_99,36000,0.057
CON-5606,ACC-1096,$82919,3849,Past Due,VNDR_C,FLEET_TRUCK,Credit Card,60,UW_102,42k,0.055
CON-5607,ACC-1394,15440,2295,Paid,vndr_a,Equipment,Credit Card,0,UW_102,157k,5.7%
CON-5608,ACC-1112,17408,2847,Paid,vndr_b,Fleet_Car,Autopay ,30,UW_45,137k,7.7%
CON-5609,ACC-1434,24003,3693,CURRENT,vndr_b,Equipment,Credit Card,90,UW_102,99000,7.1%
CON-5610,ACC-1478,$113751,4119,Current,vndr_c,Equipment,ACH,30,UW_102,105k,0.072
CON-5611,ACC-1347,117710,2739,past due,vndr_b,FLEET_TRUCK,ACH,,UW_45,60000,6.5%
CON-5612,ACC-1165,89197,3881,CURRENT,VNDR_A,Equipment,Autopay ,90,UW_45,69000,6.5%
CON-5613,ACC-1111,57911,4094,Paid,vndr_a,Equipment,ACH,60,UW_45,133000,5.3%
CON-5614,ACC-1086,41725,1030,Past Due,VNDR_B,FLEET_TRUCK,Credit Card,0,UW_99,57k,0.084
CON-5615,ACC-1123,103732,2424, Paid ,VNDR_B,Equipment,Credit Card,90,UW_45,58000,5.8%
CON-5616,ACC-1061,38491,1277,Past Due,VNDR_A,FLEET_TRUCK,Credit Card,0,UW_45,117k,6.9%
CON-5617,ACC-1330,140697,3678, Paid ,VNDR_B,Equipment,Credit Card,0,UW_102,44000,4.8%
CON-5618,ACC-1284,31645,4148,CURRENT,VNDR_C,FLEET_TRUCK,ACH,,UW_45,157k,7.7%
CON-5619,ACC-1306,47529,3647,Current,VNDR_A,Equipment,Autopay,60,UW_99,73000,8.0%
CON-5620,ACC-1385,$25261,943,Past Due,VNDR_A,Equipment,Autopay ,60,UW_45,72000,4.4%
CON-5621,ACC-1463,59984,4006,past due,vndr_c,Equipment,Autopay,30,UW_45,20k,0.042
CON-5622,ACC-1261,143566,1659,Paid,VNDR_A,Equipment,ACH,30,UW_99,153000,0.085
CON-5623,ACC-1183,$64302,1936,Current,vndr_c,Equipment,Autopay,0,UW_45,75000,6.7%
CON-5624,ACC-1217,81838,3644,Current,VNDR_C,Fleet_Car,ACH,60,UW_45,61k,4.4%
CON-5625,ACC-1403,65496,2576, Paid ,VNDR_A,Equipment,Credit Card,0,UW_102,150000,5.9%
CON-5626,ACC-1465,47668,2166,past due,vndr_a,Fleet_Car,Autopay ,0,UW_99,160k,5.5%
CON-5627,ACC-1089,113869,2956,Paid,VNDR_B,Equipment,Autopay,0,UW_45,76k,0.045
CON-5628,ACC-1087,106462,2102, Paid ,vndr_a,FLEET_TRUCK,Autopay,90,UW_45,92000,0.067
CON-5629,ACC-1290,48442,3812,past due,VNDR_A,Equipment,Autopay ,30,UW_45,151000,7.0%
CON-5630,ACC-1146,124640,1929, Paid ,VNDR_C,Equipment,Credit Card,60,UW_45,66k,5.6%
CON-5631,ACC-1039,37791,3789,Current,VNDR_A,Fleet_Car,ACH,0,UW_45,124000,0.078
CON-5632,ACC-1346,89934,2883,Paid,vndr_a,FLEET_TRUCK,Autopay,,UW_45,146000,0.04
CON-5633,ACC-1359,47687,2988,Paid,VNDR_B,Fleet_Car,ACH,,UW_102,68000,0.074
CON-5634,ACC-1068,59179,2904,past due,VNDR_A,FLEET_TRUCK,Autopay,90,UW_99,154000,4.8%
CON-5635,ACC-1392,112854,4313,Past Due,VNDR_B,FLEET_TRUCK,Autopay,60,UW_102,106000,0.051
CON-5636,ACC-1329,$70853,2911,Past Due,vndr_b,Equipment,Autopay,0,UW_102,120k,0.054
CON-5637,ACC-1369,16544,1562, Paid ,VNDR_B,Fleet_Car,ACH,90,UW_102,104k,4.5%
CON-5638,ACC-1003,$66785,1437,Paid,VNDR_B,Fleet_Car,Autopay,90,UW_102,151000,0.058
CON-5639,ACC-1336,93455,4238, Paid ,vndr_a,Fleet_Car,Autopay ,90,UW_99,66000,0.052
CON-5640,ACC-1215,109171,3847,past due,VNDR_A,Fleet_Car,Credit Card,90,UW_45,70k,5.3%
CON-5641,ACC-1166,$84677,3876, Paid ,VNDR_C,Equipment,Autopay,30,UW_99,145000,0.076
CON-5642,ACC-1121,43279,1013,Paid,VNDR_B,FLEET_TRUCK,ACH,90,UW_102,52k,0.063
CON-5643,ACC-1261,90881,1565,Current,VNDR_B,Fleet_Car,Autopay ,30,UW_45,41000,5.1%
CON-5644,ACC-1437,$127501,3221,Paid,vndr_c,Fleet_Car,Credit Card,0,UW_99,46000,6.3%
CON-5645,ACC-1046,$120193,4340,Past Due,vndr_b,FLEET_TRUCK,Autopay ,30,UW_99,69000,0.059
CON-5646,ACC-1137,103127,2289,past due,VNDR_B,Equipment,Autopay,30,UW_102,35000,6.9%
CON-5647,ACC-1241,$27466,1947,CURRENT,VNDR_A,FLEET_TRUCK,Credit Card,60,UW_102,20k,7.4%
CON-5648,ACC-1441,110310,1333,past due,VNDR_B,Equipment,Autopay ,,UW_45,48k,0.041
CON-5649,ACC-1066,112410,3378,Paid,VNDR_C,Fleet_Car,ACH,,UW_45,90k,0.057
CON-5650,ACC-1175,$64921,2034,Paid,vndr_b,Fleet_Car,Credit Card,0,UW_99,134000,0.043
CON-5651,ACC-1286,65254,2222,past due,vndr_b,Equipment,ACH,90,UW_99,84000,0.074
CON-5652,ACC-1495,141568,1328,past due,VNDR_A,Equipment,ACH,30,UW_45,148000,4.8%
CON-5653,ACC-1384,119200,2886, Paid ,VNDR_C,FLEET_TRUCK,Autopay,,UW_102,156000,8.4%
CON-5654,ACC-1475,$69244,4038,CURRENT,vndr_b,Equipment,Autopay ,60,UW_99,60000,6.7%
CON-5655,ACC-1020,92689,3419,Current,VNDR_B,Fleet_Car,Autopay ,0,UW_45,50k,4.2%
CON-5656,ACC-1309,80275,2311,past due,VNDR_A,Equipment,Autopay ,30,UW_102,73000,4.0%
CON-5657,ACC-1374,92305,1945,Current,VNDR_B,Fleet_Car,ACH,90,UW_45,34000,4.0%
CON-5658,ACC-1297,82461,3379, Paid ,vndr_a,FLEET_TRUCK,Credit Card,90,UW_102,72000,5.0%
CON-5659,ACC-1090,53884,1573,CURRENT,vndr_b,Equipment,Credit Card,60,UW_99,43k,0.061
CON-5660,ACC-1073,$96306,1095, Paid ,vndr_a,FLEET_TRUCK,Autopay,0,UW_45,65000,7.1%
CON-5661,ACC-1423,50990,855,Paid,VNDR_A,Fleet_Car,Credit Card,0,UW_102,23000,5.7%
CON-5662,ACC-1277,52391,3815,past due,vndr_c,Fleet_Car,Credit Card,30,UW_102,23000,0.04
CON-5663,ACC-1354,131477,1895,Paid,VNDR_C,Fleet_Car,ACH,0,UW_99,98k,4.7%
CON-5664,ACC-1218,$92788,2378,Current,VNDR_B,Equipment,Autopay ,30,UW_45,126k,8.1%
CON-5665,ACC-1489,115858,1954,past due,VNDR_A,Equipment,Autopay ,0,UW_102,48k,8.5%
CON-5666,ACC-1347,37230,2541,Current,vndr_c,Equipment,Autopay ,,UW_102,58k,0.064
CON-5667,ACC-1415,106327,3713,Past Due,VNDR_A,Fleet_Car,Credit Card,60,UW_99,89000,0.07
CON-5668,ACC-1372,117393,1940,Current,VNDR_A,FLEET_TRUCK,Credit Card,30,UW_102,142000,4.5%
CON-5669,ACC-1325,107434,2165,Current,vndr_c,Fleet_Car,Autopay,90,UW_45,128k,0.084
CON-5670,ACC-1297,145312,3728, Paid ,VNDR_C,Equipment,Credit Card,0,UW_99,146000,7.7%
CON-5671,ACC-1056,$109819,1044,past due,VNDR_B,Fleet_Car,Autopay ,90,UW_99,24k,6.1%
CON-5672,ACC-1360,125382,1386, Paid ,vndr_c,Fleet_Car,Autopay,60,UW_99,77k,0.046
CON-5673,ACC-1075,42789,2296,Current,VNDR_A,Fleet_Car,ACH,0,UW_45,38k,6.7%
CON-5674,ACC-1485,$124181,2026, Paid ,vndr_b,Equipment,Autopay ,90,UW_45,66k,0.046
CON-5675,ACC-1088,18462,2861,Current,VNDR_A,FLEET_TRUCK,Autopay,90,UW_45,59k,0.069
CON-5676,ACC-1139,82647,1176,CURRENT,vndr_b,Fleet_Car,Credit Card,90,UW_45,148k,0.05
CON-5677,ACC-1039,29679,4144,Paid,vndr_b,FLEET_TRUCK,Autopay ,90,UW_102,67000,0.084
CON-5678,ACC-1039,$58207,2285,CURRENT,VNDR_B,Fleet_Car,Credit Card,60,UW_99,115000,4.9%
CON-5679,ACC-1326,$42909,932,Current,VNDR_B,Fleet_Car,ACH,,UW_102,22000,0.054
CON-5680,ACC-1144,$26974,2430,CURRENT,vndr_a,FLEET_TRUCK,Autopay,60,UW_99,43000,4.0%
CON-5681,ACC-1300,40527,4060, Paid ,vndr_b,Equipment,ACH,60,UW_99,148k,7.6%
CON-5682,ACC-1452,54724,1683,Paid,vndr_c,Fleet_Car,Credit Card,,UW_45,40000,0.044
CON-5683,ACC-1220,104499,963,Paid,vndr_c,FLEET_TRUCK,Credit Card,30,UW_45,53k,0.056
CON-5684,ACC-1158,34660,3041,Past Due,vndr_b,Fleet_Car,Autopay,60,UW_99,147k,0.041
CON-5685,ACC-1363,$92491,3961, Paid ,VNDR_B,FLEET_TRUCK,Autopay ,90,UW_45,91000,5.6%
CON-5686,ACC-1438,51817,3338,Paid,vndr_a,FLEET_TRUCK,Autopay ,,UW_45,144k,7.9%
CON-5687,ACC-1349,97220,974,CURRENT,vndr_c,Fleet_Car,Credit Card,,UW_99,125000,0.052
CON-5688,ACC-1114,55517,2390, Paid ,vndr_c,Fleet_Car,Autopay ,90,UW_102,94k,0.066
CON-5689,ACC-1393,$136858,2574,Current,vndr_b,FLEET_TRUCK,ACH,60,UW_102,66000,0.081
CON-5690,ACC-1485,142479,2724,Current,vndr_c,Fleet_Car,Autopay ,,UW_99,141k,0.06
CON-5691,ACC-1108,$114689,4355,Past Due,vndr_c,FLEET_TRUCK,Autopay ,60,UW_45,112000,8.4%
CON-5692,ACC-1231,$61165,4368, Paid ,VNDR_C,Fleet_Car,Autopay ,30,UW_99,37k,0.044
CON-5693,ACC-1178,39232,2516, Paid ,vndr_b,Equipment,Credit Card,90,UW_102,129k,7.4%
CON-5694,ACC-1165,117010,3520,Paid,vndr_c,Equipment,Autopay ,0,UW_99,70k,0.07
CON-5695,ACC-1208,135234,1876,CURRENT,vndr_c,Fleet_Car,Autopay,30,UW_45,147000,0.045
CON-5696,ACC-1356,132788,3036,Current,VNDR_C,FLEET_TRUCK,Credit Card,60,UW_99,44k,7.4%
CON-5697,ACC-1157,65111,2856,Past Due,vndr_c,FLEET_TRUCK,Autopay,90,UW_102,23k,5.6%
CON-5698,ACC-1474,107203,1520, Paid ,vndr_b,FLEET_TRUCK,Credit Card,,UW_45,158k,8.4%
CON-5699,ACC-1324,57639,1960,Paid,VNDR_C,Fleet_Car,ACH,0,UW_99,117k,0.07
CON-5700,ACC-1278,19306,1208,Paid,vndr_b,Equipment,ACH,60,UW_102,125k,0.074
CON-5701,ACC-1486,70540,1309,past due,vndr_b,FLEET_TRUCK,Autopay,0,UW_102,136000,0.045
CON-5702,ACC-1407,73703,2498,Paid,vndr_a,Fleet_Car,Autopay,0,UW_99,88000,0.052
CON-5703,ACC-1162,$21880,2172,Current,VNDR_C,FLEET_TRUCK,Credit Card,,UW_102,115000,0.063
CON-5704,ACC-1065,65504,3406, Paid ,vndr_c,Fleet_Car,Autopay,60,UW_45,120000,0.076
CON-5705,ACC-1295,56535,4012, Paid ,vndr_c,FLEET_TRUCK,Credit Card,60,UW_99,45000,4.6%
CON-5706,ACC-1316,$39446,3698,CURRENT,VNDR_A,Equipment,Autopay,0,UW_45,131k,7.5%
CON-5707,ACC-1099,49222,2993,Current,vndr_c,FLEET_TRUCK,Autopay ,0,UW_102,111k,6.9%
CON-5708,ACC-1235,36748,3240,Past Due,VNDR_A,Fleet_Car,Autopay ,60,UW_99,25000,6.6%
CON-5709,ACC-1407,$39320,889, Paid ,VNDR_A,FLEET_TRUCK,ACH,30,UW_45,112000,4.9%
CON-5710,ACC-1152,125076,841,Current,vndr_c,Equipment,ACH,0,UW_102,100000,6.0%
CON-5711,ACC-1062,105907,1589,CURRENT,VNDR_A,Equipment,ACH,,UW_45,159k,6.3%
CON-5712,ACC-1112,54936,1141,Paid,vndr_c,Fleet_Car,Autopay ,60,UW_102,113k,5.0%
CON-5713,ACC-1414,67228,2830, Paid ,VNDR_C,FLEET_TRUCK,Credit Card,60,UW_99,109000,6.9%
CON-5714,ACC-1300,66872,2076,Current,vndr_a,Equipment,Autopay,90,UW_102,91000,0.045
CON-5715,ACC-1219,126080,1618,CURRENT,VNDR_B,FLEET_TRUCK,ACH,90,UW_99,89000,0.068
CON-5716,ACC-1330,23849,2972,past due,vndr_b,Fleet_Car,ACH,30,UW_102,84000,0.053
CON-5717,ACC-1074,127561,3992,past due,VNDR_A,Fleet_Car,Autopay ,0,UW_45,111k,5.0%
CON-5718,ACC-1308,101211,1669,CURRENT,vndr_a,Fleet_Car,Autopay ,,UW_45,102000,6.5%
CON-5719,ACC-1101,34614,1607,Past Due,vndr_b,FLEET_TRUCK,ACH,60,UW_102,127000,0.06
CON-5720,ACC-1010,$46263,1967,Past Due,vndr_c,Equipment,ACH,90,UW_102,63000,6.7%
CON-5721,ACC-1172,49356,3441,Past Due,VNDR_A,FLEET_TRUCK,ACH,90,UW_45,123k,0.064
CON-5722,ACC-1313,93904,992, Paid ,VNDR_B,Equipment,Autopay,90,UW_45,108k,6.5%
CON-5723,ACC-1053,46827,2122,Paid,vndr_c,FLEET_TRUCK,Credit Card,30,UW_99,46k,4.2%
