log_id,contract_id,current_stage,days_delayed_in_stage,last_ping_timestamp
LOG-8836,CON-5836,1,36,2026-07-18 15:00:00
LOG-8837,CON-5837,1,7,2026-02-16 14:00:00
LOG-8838,CON-5838,Stage 2,37,2026-04-23 00:00:00
LOG-8839,CON-5839,Stage 1,28,2026-01-18 05:00:00
LOG-8840,CON-5840,1,42,2026-06-02 14:00:00
LOG-8841,CON-5841,Unknown,7,2026-02-24 15:00:00
LOG-8842,CON-5842,1,20,2026-02-05 18:00:00
LOG-8843,CON-5843,Stage 2,33,2026-03-04 04:00:00
LOG-8844,CON-5844,Stage 2,-999,2026-06-22 03:00:00
LOG-8845,CON-5845,Stage 1,25,2026-07-06 23:00:00
LOG-8846,CON-5846,Stage 3,11,2026-01-10 01:00:00
LOG-8847,CON-5847,Stage 4,31,2026-06-05 21:00:00
LOG-8848,CON-5848,Stage 3,32,2026-05-26 14:00:00
LOG-8849,CON-5849,Unknown,44,2026-07-09 23:00:00
LOG-8850,CON-5850,Stage 2,42,2026-05-12 11:00:00
LOG-8851,CON-5851,Stage 1,34,2026-04-11 01:00:00
LOG-8852,CON-5852,Stage 4,17,2026-03-19 07:00:00
LOG-8853,CON-5853,Stage 1,36,2026-05-27 10:00:00
LOG-8854,CON-5854,Unknown,22,2026-02-11 06:00:00
LOG-8855,CON-5855,Unknown,5,2026-01-06 04:00:00
LOG-8856,CON-5856,Unknown,37,2026-07-11 11:00:00
LOG-8857,CON-5857,Stage 4,-999,2026-03-19 06:00:00
LOG-8858,CON-5858,1,32,2026-02-19 01:00:00
LOG-8859,CON-5859,Stage 4,0,2026-05-28 13:00:00
LOG-8860,CON-5860,Stage 4,-999,2026-06-25 18:00:00
LOG-8861,CON-5861,Stage 4,-999,2026-01-30 04:00:00
LOG-8862,CON-5862,Stage 2,-999,2026-02-08 23:00:00
LOG-8863,CON-5863,Unknown,10,2026-01-31 21:00:00
LOG-8864,CON-5864,Stage 2,26,2026-04-30 21:00:00
LOG-8865,CON-5865,Unknown,-999,2026-06-05 23:00:00
LOG-8866,CON-5866,Stage 4,-999,2026-01-29 12:00:00
LOG-8867,CON-5867,1,11,2026-01-11 03:00:00
LOG-8868,CON-5868,Stage 3,28,2026-02-04 23:00:00
LOG-8869,CON-5869,Stage 2,33,2026-07-14 14:00:00
LOG-8870,CON-5870,Stage 2,39,2026-07-11 23:00:00
LOG-8871,CON-5871,Stage 4,-999,2026-05-27 06:00:00
LOG-8872,CON-5872,Unknown,13,2026-05-18 00:00:00
LOG-8873,CON-5873,1,41,2026-06-20 09:00:00
LOG-8874,CON-5874,Stage 1,18,2026-02-15 03:00:00
LOG-8875,CON-5875,Unknown,35,2026-06-24 12:00:00
LOG-8876,CON-5876,Unknown,21,2026-01-03 18:00:00
LOG-8877,CON-5877,Stage 3,8,2026-02-08 19:00:00
LOG-8878,CON-5878,Unknown,1,2026-06-01 06:00:00
LOG-8879,CON-5879,Stage 1,22,2026-07-04 12:00:00
LOG-8880,CON-5880,Unknown,41,2026-01-01 06:00:00
LOG-8881,CON-5881,Unknown,38,2026-03-30 04:00:00
LOG-8882,CON-5882,Stage 2,1,2026-07-18 03:00:00
LOG-8883,CON-5883,Stage 2,7,2026-02-06 08:00:00
LOG-8884,CON-5884,1,22,2026-05-21 10:00:00
LOG-8885,CON-5885,Stage 2,19,2026-07-15 04:00:00
LOG-8886,CON-5886,Stage 2,16,2026-01-20 23:00:00
LOG-8887,CON-5887,Stage 4,-999,2026-05-04 01:00:00
LOG-8888,CON-5888,Stage 2,39,2026-02-11 15:00:00
LOG-8889,CON-5889,1,17,2026-01-16 05:00:00
LOG-8890,CON-5890,Stage 1,28,2026-07-04 23:00:00
LOG-8891,CON-5891,Stage 2,37,2026-01-06 13:00:00
LOG-8892,CON-5892,Stage 1,18,2026-05-16 20:00:00
LOG-8893,CON-5893,Unknown,16,2026-02-10 21:00:00
LOG-8894,CON-5894,Stage 3,14,2026-06-29 22:00:00
LOG-8895,CON-5895,Stage 1,-999,2026-01-16 03:00:00
LOG-8896,CON-5896,Unknown,25,2026-05-08 18:00:00
LOG-8897,CON-5897,Stage 1,27,2026-03-20 19:00:00
LOG-8898,CON-5898,Stage 3,37,2026-06-23 11:00:00
LOG-8899,CON-5899,Stage 4,11,2026-03-05 08:00:00
LOG-8900,CON-5900,Stage 4,8,2026-03-06 14:00:00
LOG-8901,CON-5901,Stage 1,-999,2026-01-12 17:00:00
LOG-8902,CON-5902,Stage 2,32,2026-02-01 01:00:00
LOG-8903,CON-5903,1,-999,2026-07-08 13:00:00
LOG-8904,CON-5904,Stage 1,28,2026-04-13 08:00:00
LOG-8905,CON-5905,1,27,2026-05-13 01:00:00
LOG-8906,CON-5906,Unknown,-999,2026-01-25 23:00:00
LOG-8907,CON-5907,Stage 1,6,2026-02-07 18:00:00
LOG-8908,CON-5908,Stage 1,6,2026-03-29 22:00:00
LOG-8909,CON-5909,Stage 4,12,2026-05-11 01:00:00
LOG-8910,CON-5910,Unknown,15,2026-01-14 14:00:00
LOG-8911,CON-5911,Stage 3,5,2026-01-13 09:00:00
LOG-8912,CON-5912,Stage 2,17,2026-05-06 09:00:00
LOG-8913,CON-5913,Stage 2,11,2026-01-30 22:00:00
LOG-8914,CON-5914,Stage 2,-999,2026-05-25 13:00:00
LOG-8915,CON-5915,Stage 4,33,2026-06-23 11:00:00
LOG-8916,CON-5916,Stage 4,27,2026-06-02 08:00:00
LOG-8917,CON-5917,Stage 1,-999,2026-01-31 17:00:00
LOG-8918,CON-5918,1,42,2026-07-18 06:00:00
LOG-8919,CON-5919,Stage 4,28,2026-03-07 13:00:00
LOG-8920,CON-5920,1,9,2026-01-21 11:00:00
LOG-8921,CON-5921,Unknown,-999,2026-03-03 04:00:00
LOG-8922,CON-5922,Stage 3,1,2026-01-09 01:00:00
LOG-8923,CON-5923,Stage 3,27,2026-01-26 09:00:00
LOG-8924,CON-5924,Stage 1,1,2026-07-13 02:00:00
LOG-8925,CON-5925,Unknown,-999,2026-05-31 15:00:00
LOG-8926,CON-5926,Unknown,16,2026-01-10 00:00:00
LOG-8927,CON-5927,1,37,2026-03-02 17:00:00
LOG-8928,CON-5928,Unknown,-999,2026-07-03 18:00:00
LOG-8929,CON-5929,1,40,2026-06-28 08:00:00
LOG-8930,CON-5930,Unknown,-999,2026-03-05 21:00:00
LOG-8931,CON-5931,Stage 1,-999,2026-07-20 05:00:00
LOG-8932,CON-5932,1,38,2026-05-09 01:00:00
LOG-8933,CON-5933,1,38,2026-05-08 12:00:00
LOG-8934,CON-5934,Unknown,31,2026-06-13 07:00:00
LOG-8935,CON-5935,Stage 4,-999,2026-04-29 18:00:00
LOG-8936,CON-5936,1,26,2026-04-08 19:00:00
LOG-8937,CON-5937,Stage 1,6,2026-04-16 12:00:00
LOG-8938,CON-5938,Stage 4,31,2026-03-15 01:00:00
LOG-8939,CON-5939,Stage 2,17,2026-03-05 07:00:00
LOG-8940,CON-5940,Unknown,27,2026-02-16 06:00:00
LOG-8941,CON-5941,1,32,2026-06-21 18:00:00
LOG-8942,CON-5942,Stage 4,36,2026-01-30 19:00:00
LOG-8943,CON-5943,Stage 2,4,2026-07-02 08:00:00
LOG-8944,CON-5944,Stage 2,42,2026-02-05 00:00:00
LOG-8945,CON-5945,Stage 2,32,2026-04-28 17:00:00
LOG-8946,CON-5946,Unknown,26,2026-01-15 05:00:00
LOG-8947,CON-5947,Unknown,1,2026-06-11 21:00:00
LOG-8948,CON-5948,Stage 3,34,2026-01-22 07:00:00
LOG-8949,CON-5949,1,39,2026-05-27 16:00:00
LOG-8950,CON-5950,Stage 1,37,2026-04-25 04:00:00
LOG-8951,CON-5951,Unknown,-999,2026-04-24 00:00:00
LOG-8952,CON-5952,Stage 3,32,2026-06-10 18:00:00
LOG-8953,CON-5953,1,32,2026-01-08 02:00:00
LOG-8954,CON-5954,Stage 2,16,2026-03-19 17:00:00
LOG-8955,CON-5955,1,7,2026-04-26 11:00:00
LOG-8956,CON-5956,1,14,2026-05-27 14:00:00
LOG-8957,CON-5957,Stage 1,0,2026-05-19 05:00:00
LOG-8958,CON-5958,Stage 4,16,2026-05-19 01:00:00
LOG-8959,CON-5959,Stage 2,30,2026-06-20 02:00:00
LOG-8960,CON-5960,Stage 3,24,2026-05-25 02:00:00
LOG-8961,CON-5961,Unknown,5,2026-07-15 20:00:00
LOG-8962,CON-5962,Stage 4,-999,2026-02-10 16:00:00
LOG-8963,CON-5963,1,37,2026-03-11 05:00:00
LOG-8964,CON-5964,Stage 4,35,2026-05-10 04:00:00
LOG-8965,CON-5965,Stage 4,25,2026-05-29 21:00:00
LOG-8966,CON-5966,1,3,2026-03-10 01:00:00
LOG-8967,CON-5967,Stage 1,45,2026-01-31 08:00:00
LOG-8968,CON-5968,Stage 4,27,2026-01-29 11:00:00
LOG-8969,CON-5969,Stage 2,-999,2026-05-22 20:00:00
LOG-8970,CON-5970,1,18,2026-06-22 22:00:00
LOG-8971,CON-5971,Stage 3,21,2026-07-05 12:00:00
LOG-8972,CON-5972,Unknown,29,2026-05-29 21:00:00
LOG-8973,CON-5973,Stage 1,11,2026-03-16 20:00:00
LOG-8974,CON-5974,Stage 3,26,2026-06-29 20:00:00
LOG-8975,CON-5975,Stage 2,24,2026-04-09 17:00:00
LOG-8976,CON-5976,Stage 3,39,2026-04-20 00:00:00
LOG-8977,CON-5977,Stage 4,19,2026-02-08 02:00:00
LOG-8978,CON-5978,Stage 1,-999,2026-05-24 10:00:00
LOG-8979,CON-5979,Stage 2,10,2026-04-02 18:00:00
LOG-8980,CON-5980,1,26,2026-03-12 17:00:00
LOG-8981,CON-5981,Stage 3,32,2026-05-27 07:00:00
LOG-8982,CON-5982,Stage 2,34,2026-06-28 16:00:00
LOG-8983,CON-5983,Stage 4,27,2026-02-05 08:00:00
LOG-8984,CON-5984,1,33,2026-04-24 19:00:00
LOG-8985,CON-5985,Stage 1,-999,2026-01-06 19:00:00
LOG-8986,CON-5986,Stage 1,-999,2026-01-19 06:00:00
LOG-8987,CON-5987,1,15,2026-04-02 21:00:00
LOG-8988,CON-5988,Stage 4,10,2026-02-22 22:00:00
LOG-8989,CON-5989,Stage 4,13,2026-05-02 23:00:00
LOG-8990,CON-5990,Stage 1,21,2026-02-17 07:00:00
LOG-8991,CON-5991,Stage 1,20,2026-05-23 16:00:00
LOG-8992,CON-5992,Stage 3,44,2026-01-06 05:00:00
LOG-8993,CON-5993,Stage 4,17,2026-07-12 09:00:00
LOG-8994,CON-5994,Stage 4,7,2026-06-07 03:00:00
LOG-8995,CON-5995,Stage 3,2,2026-02-19 22:00:00
LOG-8996,CON-5996,Stage 1,36,2026-04-17 12:00:00
LOG-8997,CON-5997,1,30,2026-07-11 02:00:00
LOG-8998,CON-5998,1,16,2026-06-02 17:00:00
LOG-8999,CON-5999,1,40,2026-01-11 17:00:00
